"uniqueID","form","NUMBER","LABEL","ENGLISH","SC","V","K","TC","TG","SKIP","repeatability","REPEATABILITY.QUESTION","REPEATABILITY.SKIP","REPEATABILITY.NUMBER"
NA,"AFU Surveillance Surveys",NA,"HCP15a.1","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP15a.2","No","No","No","No","No","No",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","12","HCP16.","Has a healthcare provider ever said that you have asthma?","Has a healthcare provider ever said that you have asthma?","Has a healthcare provider ever said that you have asthma?","Has a healthcare provider ever said that you have asthma?","Has a healthcare provider ever said that you have asthma?","Has a healthcare provider ever said that you have asthma?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP16.1","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP16.2","No","No","No","No","No","No","\seize{HCP19.}",NA,NA,NA,NA
NA,"AFU Surveillance Surveys","12a","HCP16a.","Are you receiving medical treatment, taking medications or using an inhaler for asthma?","Are you receiving medical treatment, taking medications or using an inhaler for asthma?","Are you receiving medical treatment, taking medications or using an inhaler for asthma?","Are you receiving medical treatment, taking medications or using an inhaler for asthma?","Are you receiving medical treatment, taking medications or using an inhaler for asthma?","Are you receiving medical treatment, taking medications or using an inhaler for asthma?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP16a.1","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP16a.2","No","No","No","No","No","No",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","13","HCP19.","Has a healthcare provider ever said that you have depression?","Has a healthcare provider ever said that you have depression?","Has a healthcare provider ever said that you have depression?","Has a healthcare provider ever said that you have depression?","Has a healthcare provider ever said that you have depression?","Has a healthcare provider ever said that you have depression?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP19.1","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HCP19.2","No","No","No","No","No","No",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","1","HOS1.","What was the name of the hospital?","What was the name of the hospital?","What was the name of the hospital?","What was the name of the hospital?","What was the name of the hospital?","What was the name of the hospital?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","2","HOS2.","What was the location of the hospital?","What was the location of the hospital?","What was the location of the hospital?","What was the location of the hospital?","What was the location of the hospital?","What was the location of the hospital?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HOS2.1","City:","City:","City:","City:","City:","City:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"HOS2.2","State:","State:","State:","State:","State:","State:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","3","HOS3.","What was the date you entered the hospital?","What was the date you entered the hospital?","What was the date you entered the hospital?","What was the date you entered the hospital?","What was the date you entered the hospital?","What was the date you entered the hospital?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH0.","Death Informant Interview","Death Informant Interview","Death Informant Interview","Death Informant Interview","Death Informant Interview","Death Informant Interview",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH0.1","This form should be completed by the CCFC staff who conducts the interview according to a script in the Manual of Operations. This form should not be sent to the participant.","This form should be completed by the CCFC staff who conducts the interview according to a script in the Manual of Operations. This form should not be sent to the participant.","This form should be completed by the CCFC staff who conducts the interview according to a script in the Manual of Operations. This form should not be sent to the participant.","This form should be completed by the CCFC staff who conducts the interview according to a script in the Manual of Operations. This form should not be sent to the participant.","This form should be completed by the CCFC staff who conducts the interview according to a script in the Manual of Operations. This form should not be sent to the participant.","This form should be completed by the CCFC staff who conducts the interview according to a script in the Manual of Operations. This form should not be sent to the participant.",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH0.2","{\itshape ``Hello, my name is <<\textit{interviewer’s~name}>> with the MOSAAIC study. I’m calling <<\textit{informant's~name}>> regarding <<\textit{participant's~name}>>'s involvement with the MOSAAIC study, a medical study in which <<\textit{participant's~name}>> was enrolled.''}","{\itshape ``Hello, my name is <<\textit{interviewer’s~name}>> with the MOSAAIC study. I’m calling <<\textit{informant's~name}>> regarding <<\textit{participant's~name}>>'s involvement with the MOSAAIC study, a medical study in which <<\textit{participant's~name}>> was enrolled.''}","{\itshape ``Hello, my name is <<\textit{interviewer’s~name}>> with the MOSAAIC study. I’m calling <<\textit{informant's~name}>> regarding <<\textit{participant's~name}>>'s involvement with the MOSAAIC study, a medical study in which <<\textit{participant's~name}>> was enrolled.''}","{\itshape ``Hello, my name is <<\textit{interviewer’s~name}>> with the MOSAAIC study. I’m calling <<\textit{informant's~name}>> regarding <<\textit{participant's~name}>>'s involvement with the MOSAAIC study, a medical study in which <<\textit{participant's~name}>> was enrolled.''}","{\itshape ``Hello, my name is <<\textit{interviewer’s~name}>> with the MOSAAIC study. I’m calling <<\textit{informant's~name}>> regarding <<\textit{participant's~name}>>'s involvement with the MOSAAIC study, a medical study in which <<\textit{participant's~name}>> was enrolled.''}","{\itshape ``Hello, my name is <<\textit{interviewer’s~name}>> with the MOSAAIC study. I’m calling <<\textit{informant's~name}>> regarding <<\textit{participant's~name}>>'s involvement with the MOSAAIC study, a medical study in which <<\textit{participant's~name}>> was enrolled.''}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH0.3","{\itshape ``I want to express our condolences for your loss. We understand that you are someone who can help us to understand details about <<\textit{participant name}>>'s health before passing. Would now be a good time to talk?''}","{\itshape ``I want to express our condolences for your loss. We understand that you are someone who can help us to understand details about <<\textit{participant name}>>'s health before passing. Would now be a good time to talk?''}","{\itshape ``I want to express our condolences for your loss. We understand that you are someone who can help us to understand details about <<\textit{participant name}>>'s health before passing. Would now be a good time to talk?''}","{\itshape ``I want to express our condolences for your loss. We understand that you are someone who can help us to understand details about <<\textit{participant name}>>'s health before passing. Would now be a good time to talk?''}","{\itshape ``I want to express our condolences for your loss. We understand that you are someone who can help us to understand details about <<\textit{participant name}>>'s health before passing. Would now be a good time to talk?''}","{\itshape ``I want to express our condolences for your loss. We understand that you are someone who can help us to understand details about <<\textit{participant name}>>'s health before passing. Would now be a good time to talk?''}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","1","DTH1.","Informant's First Name:","Informant's First Name:","Informant's First Name:","Informant's First Name:","Informant's First Name:","Informant's First Name:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","2","DTH2.","Informant's Last Name:","Informant's Last Name:","Informant's Last Name:","Informant's Last Name:","Informant's Last Name:","Informant's Last Name:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","3","DTH3.","What was your relationship to <<\textit{participant's~name}>>?","What was your relationship to <<\textit{participant's~name}>>?","What was your relationship to <<\textit{participant's~name}>>?","What was your relationship to <<\textit{participant's~name}>>?","What was your relationship to <<\textit{participant's~name}>>?","What was your relationship to <<\textit{participant's~name}>>?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH3.1","Spouse/domestic partner","Spouse/domestic partner","Spouse/domestic partner","Spouse/domestic partner","Spouse/domestic partner","Spouse/domestic partner",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH3.2","My parent","My parent","My parent","My parent","My parent","My parent",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH3.3","My child","My child","My child","My child","My child","My child",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH3.4","Sibling","Sibling","Sibling","Sibling","Sibling","Sibling",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH3.5","Other family member","Other family member","Other family member","Other family member","Other family member","Other family member",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH3.6","Not related to me","Not related to me","Not related to me","Not related to me","Not related to me","Not related to me",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","4","DTH4.","What was the exact date of <<\textit{participant's~name}>>'s death?","What was the exact date of <<\textit{participant's~name}>>'s death?","What was the exact date of <<\textit{participant's~name}>>'s death?","What was the exact date of <<\textit{participant's~name}>>'s death?","What was the exact date of <<\textit{participant's~name}>>'s death?","What was the exact date of <<\textit{participant's~name}>>'s death?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","5","DTH5.","Did <<\textit{participant's~name}>> pass away in the hospital, skilled nursing facility or other long-term care facility, in the home, or somewhere else?","Did <<\textit{participant's~name}>> pass away in the hospital, skilled nursing facility or other long-term care facility, in the home, or somewhere else?","Did <<\textit{participant's~name}>> pass away in the hospital, skilled nursing facility or other long-term care facility, in the home, or somewhere else?","Did <<\textit{participant's~name}>> pass away in the hospital, skilled nursing facility or other long-term care facility, in the home, or somewhere else?","Did <<\textit{participant's~name}>> pass away in the hospital, skilled nursing facility or other long-term care facility, in the home, or somewhere else?","Did <<\textit{participant's~name}>> pass away in the hospital, skilled nursing facility or other long-term care facility, in the home, or somewhere else?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH5.1","Hospital","Hospital","Hospital","Hospital","Hospital","Hospital",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH5.2","Skilled nursing facility or other long-term care facility","Skilled nursing facility or other long-term care facility","Skilled nursing facility or other long-term care facility","Skilled nursing facility or other long-term care facility","Skilled nursing facility or other long-term care facility","Skilled nursing facility or other long-term care facility",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH5.3","Home","Home","Home","Home","Home","Home","\seize{DTH8.}",NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH5.4","Other","Other","Other","Other","Other","Other","\seize{DTH8.}",NA,NA,NA,NA
NA,"AFU Surveillance Surveys","6","DTH6.","Name of the facility/healthcare organization:","Name of the facility/healthcare organization:","Name of the facility/healthcare organization:","Name of the facility/healthcare organization:","Name of the facility/healthcare organization:","Name of the facility/healthcare organization:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","7","DTH7.","Location of facility/healthcare organization:","Location of facility/healthcare organization:","Location of facility/healthcare organization:","Location of facility/healthcare organization:","Location of facility/healthcare organization:","Location of facility/healthcare organization:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","a","DTH7.1","City:","City:","City:","City:","City:","City:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","b","DTH7.2","State:","State:","State:","State:","State:","State:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","8","DTH8.","Do you know the cause of <<\textit{participant's~name}>>'s death?","Do you know the cause of <<\textit{participant's~name}>>'s death?","Do you know the cause of <<\textit{participant's~name}>>'s death?","Do you know the cause of <<\textit{participant's~name}>>'s death?","Do you know the cause of <<\textit{participant's~name}>>'s death?","Do you know the cause of <<\textit{participant's~name}>>'s death?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.1","Heart disease (e.g. heart attack, heart failure)","Heart disease (e.g. heart attack, heart failure)","Heart disease (e.g. heart attack, heart failure)","Heart disease (e.g. heart attack, heart failure)","Heart disease (e.g. heart attack, heart failure)","Heart disease (e.g. heart attack, heart failure)",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.2","Stroke","Stroke","Stroke","Stroke","Stroke","Stroke",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.3","Lung disease (e.g. emphysema, COPD)","Lung disease (e.g. emphysema, COPD)","Lung disease (e.g. emphysema, COPD)","Lung disease (e.g. emphysema, COPD)","Lung disease (e.g. emphysema, COPD)","Lung disease (e.g. emphysema, COPD)",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.4","Infection (e.g. pneumonia, urinary infection)","Infection (e.g. pneumonia, urinary infection)","Infection (e.g. pneumonia, urinary infection)","Infection (e.g. pneumonia, urinary infection)","Infection (e.g. pneumonia, urinary infection)","Infection (e.g. pneumonia, urinary infection)",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.5","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.6","Other (specify):","Other (specify):","Other (specify):","Other (specify):","Other (specify):","Other (specify):",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH8.7","Don't know/Prefer not to answer","Don't know/Prefer not to answer","Don't know/Prefer not to answer","Don't know/Prefer not to answer","Don't know/Prefer not to answer","Don't know/Prefer not to answer",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","9","DTH9.","Was <<\textit{participant's~name}>> recently hospitalized (within 4 weeks) before passing away?","Was <<\textit{participant's~name}>> recently hospitalized (within 4 weeks) before passing away?","Was <<\textit{participant's~name}>> recently hospitalized (within 4 weeks) before passing away?","Was <<\textit{participant's~name}>> recently hospitalized (within 4 weeks) before passing away?","Was <<\textit{participant's~name}>> recently hospitalized (within 4 weeks) before passing away?","Was <<\textit{participant's~name}>> recently hospitalized (within 4 weeks) before passing away?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH9.1","Yes \ra Date of Hospitalization:","Yes \ra Date of Hospitalization:","Yes \ra Date of Hospitalization:","Yes \ra Date of Hospitalization:","Yes \ra Date of Hospitalization:","Yes \ra Date of Hospitalization:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH9.2","No","No","No","No","No","No",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","10","DTH10.","Could you describe the general health and circumstances that lead to <<\textit{participant's~name}>>'s death (2-4 sentences)?","Could you describe the general health and circumstances that lead to <<\textit{participant's~name}>>'s death (2-4 sentences)?","Could you describe the general health and circumstances that lead to <<\textit{participant's~name}>>'s death (2-4 sentences)?","Could you describe the general health and circumstances that lead to <<\textit{participant's~name}>>'s death (2-4 sentences)?","Could you describe the general health and circumstances that lead to <<\textit{participant's~name}>>'s death (2-4 sentences)?","Could you describe the general health and circumstances that lead to <<\textit{participant's~name}>>'s death (2-4 sentences)?",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys","11","DTH11.","Reliability of Interview:","Reliability of Interview:","Reliability of Interview:","Reliability of Interview:","Reliability of Interview:","Reliability of Interview:",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH11.1","Good","Good","Good","Good","Good","Good",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH11.2","Fair","Fair","Fair","Fair","Fair","Fair",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"DTH11.3","Poor","Poor","Poor","Poor","Poor","Poor",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Participant Tracking Form.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Participant Tracking Form.Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Medical History Update Form.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Medical History Update Form.Date","{7/24/25}","{7/24/25}","{7/24/25}","{7/24/25}","{7/24/25}","{7/24/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 1).Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 1).Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 2).Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 2).Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,NA,NA,"MOSAAIC Health Conditions and Procedures Form (Cover Letter).Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,NA,NA,"MOSAAIC Health Conditions and Procedures Form (Cover Letter).Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Hospitalization Form.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Hospitalization Form.Date","{7/24/25}","{7/24/25}","{7/24/25}","{7/24/25}","{7/24/25}","{7/24/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Death Informant Interview.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Death Informant Interview.Date","{7/28/25}","{7/28/25}","{7/28/25}","{7/28/25}","{7/28/25}","{7/28/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 1) v2.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 1) v2.Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 2) v2.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Part 2) v2.Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Cover Letter) v2.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,"AFU Surveillance Surveys",NA,"MOSAAIC Health Conditions and Procedures Form (Cover Letter) v2.Date","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}","{10/16/25}",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.","\textbf{MEDICATION USE FORM}","\CJKunderline{药物使用表}","MEDICATION USE FORM ","MEDICATION USE FORM ","用藥情況表 ","MEDICATION USE FORM ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.1","MOSAAIC ID Number:  ","MOSAAIC ID 编号： ","MOSAAIC ID Number:  ","MOSAAIC ID Number:  ","MOSAAIC ID編號： ","MOSAAIC ID Number:  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.2","Completion date:","完成日期：","Completion date:","완료날짜: ","完成日期： ","Completion date:",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.3","(MM/DD/YYYY) ","（月/日/年）","(MM/DD/YYYY) ","(월/일/연도) ","（月/日/年）","(MM/DD/YYYY) ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.4","Staff Name:  ","Staff Name:  ","Staff Name:  ","직원이름: ","工作人員姓名： ","Staff Name:  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.5","RECEPTION  ","接待 ","RECEPTION  ","접수","接待 ","RECEPTION  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF0.6","MOSAAIC records all prescription and over-the-counter medications used in the past two weeks. These medications include solid and liquid medications that you may swallow, inhale, apply to the skin, inject, or place in the ears, eyes, nose, mouth, or any other part of the body.  ","MOSAAIC将记录您在过去两周内使用的所有处方药和非处方药。这些药物包括您可以口服、吸入、外用、注射或用于耳、眼、鼻、口或身体其他部位的固体和液体药物。 ","MOSAAIC ghi lại tất cả các thuốc kê đơn và thuốc không kê đơn được sử dụng trong vòng hai tuần vừa qua. Những loại thuốc này bao gồm thuốc dạng rắn và thuốc dạng lỏng mà quý vị có thể nuốt, hít, bôi lên da, tiêm hoặc cho vào trong tai, mắt, mũi, miệng hoặc bất kỳ bộ phận nào khác trên cơ thể. ","MOSAAIC는지난 2주동안사용하신모든의사처방약과의사처방없이개인적으로사용하신약을모두기록합니다. 삼키거나, 흡입하거나, 피부에 바르거나, 주사하거나, 귀, 눈, 코, 입 또는 신체의 다른 부위에 넣을 수 있는 고형 및 액체 약물이 포함됩니다.","MOSAAIC將記錄您在過去兩週內使用的所有處方藥與非處方藥。這些藥物包括您可以口服、吸入、外用、注射或用於耳、眼、鼻、口或身體其他部位的固體與液體藥物。 ","MOSAAIC records all prescription and over-the-counter medications used in the past two weeks. These medications include solid and liquid medications that you may swallow, inhale, apply to the skin, inject, or place in the ears, eyes, nose, mouth, or any other part of the body.  ",NA,NA,NA,NA,NA
NA,NA,"1","MIF1.","Did you take any prescription of over the counter medications in the past two weeks? ","您在过去两周内是否使用过任何处方药或非处方药？ ","Quý vị có dùng bất kỳ loại thuốc kê đơn hoặc thuốc không kê đơn nào trong hai tuần vừa qua không? ","MOSAAIC는 지난 2주 동안 사용하신 모든 의사 처방약과 의사 처방 없이 개인적으로 사용하신 약을 모두 기록합니다. ","您在過去兩週內是否使用過任何處方藥或非處方藥？ ","Did you take any prescription of over the counter medications in the past two weeks? ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF1.1","Yes","是","Có","예","是","Yes",NA,NA,NA,NA,NA
NA,NA,NA,"MIF1.2","\textbf{[Go to Section A, Question 2]}","\CJKunderline{[请转至A部分，问题2]}","[Chuyển sang Phần A, Câu hỏi 2]  ","[섹션 A, 질문 2로이동]","\CJKunderline{[請轉至A部分，問題2]}","[Go to Section A, Question 2]  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF1.3","No  ","否","Không","아니요","否","No  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF1.4","\textbf{[STOP\; Thank participant and close form]}","\CJKunderline{[结束；感谢参与者并结束填表]}","[DỪNG LẠI\; Cảm ơn người tham gia và đóng biểu mẫu]","[멈춤; 참여자에게 감사 인사를 하고 설문을 마칩니다]","\CJKunderline{[結束；感謝參與者並結束填表]}","[STOP\; Thank participant and close form]",NA,NA,NA,NA,NA
NA,NA,"2","MIF2.","Did you bring all of your medications that you have taken in the past two weeks?  ","您是否带来了过去两周内使用的所有药物？ ","Quý vị có mang theo tất cả các loại thuốc mà quý vị đã dùng trong hai tuần vừa qua không?  ","지난 2주동안사용한약물들을모두가져오셨습니까? ","您是否帶來了過去兩週內使用的所有藥物？ ","Did you bring all of your medications that you have taken in the past two weeks?  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF2.1","Yes","是","Có","예","是","Yes",NA,NA,NA,NA,NA
NA,NA,NA,"MIF2.2","\textbf{[Go to Section B]}","\CJKunderline{[请转至B部分]}","[Chuyển sang Phần B] ","[섹션 B로이동]","\CJKunderline{[請轉至B部分]}","[Go to Section B]  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF2.3","No","否","Không","아니요","否","No",NA,NA,NA,NA,NA
NA,NA,NA,"MIF2.4","\textbf{[Go to Section A, Question 3]}","\CJKunderline{[请转至A部分，问题3]}","[Chuyển sang Phần A, Câu hỏi 3]","[섹션 A, 질문 3으로이동]","\CJKunderline{[請轉至A部分，問題3]}","[Go to Section A, Question 3]  ",NA,NA,NA,NA,NA
NA,NA,"3","MIF3.","Do you have a complete list of all of your medications written down that we can review?  ","您是否有一份完整的书面药物清单供我们查看？ ","Quý vị có danh sách ghi lại đầy đủ tất cả các loại thuốc của quý vị để chúng tôi có thể xem xét không? ","가져 오신 약이 저희가 검토하고자 하는 약의 목록에 다 적혀 있습니까? ","您是否有一份完整的書面藥物清單供我們查看？ ","Do you have a complete list of all of your medications written down that we can review?  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF3.1","Yes","是","Có","예","是","Yes",NA,NA,NA,NA,NA
NA,NA,NA,"MIF3.2","\textbf{[Go to Section B]}","\CJKunderline{[请转至B部分]}","[Chuyển sang Phần B]","[섹션 B로이동]","\CJKunderline{[請轉至B部分]}","[Go to Section B]  ",NA,NA,NA,NA,NA
NA,NA,NA,"MIF3.3","No","否","Không","아니요","否","No",NA,NA,NA,NA,NA
NA,NA,NA,"MIF3.4","\textbf{[Follow up with the participant about getting complete medication list or having them bring in their medications on another date]}","\CJKunderline{[与参与者跟进，获取完整的用药清单，或约定其他时间让参与者带来药物]}","[Liên hệ lại với người tham gia để hoàn thành danh sách thuốc hoặc yêu cầu họ mang theo thuốc vào một ngày khác]","아니요 0 [참여자가 사용하는 모든 약의 목록을 얻거나, 사용하는 모든 약을 다른 날짜에 가져오도록 참여자와 후속 조치를 하십세요]  ","\CJKunderline{[與參與者跟進，獲取完整的用藥清單，或約定其他時間讓參與者帶來藥物]}","[Follow up with the participant about getting complete medication list or having them bring in their medications on another date] ",NA,NA,NA,NA,NA
NA,NA,NA,"MOSAAIC Medication Inventory Form.Version","v2","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,NA,NA,"MOSAAIC Medication Inventory Form.Date","{2/24/25}","{1/6/25}","{1/6/25}","{1/6/25}","{2/13/25}","{1/6/25}",NA,NA,NA,NA,NA
NA,NA,NA,"MEC Bilingual Guide.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,NA,NA,"MEC Bilingual Guide.Date","{6/9/25}","{6/9/25}","{6/9/25}","{6/9/25}","{6/9/25}","{6/9/25}",NA,NA,NA,NA,NA
NA,NA,NA,"MOSAAIC Repeatability Study.Version","v1","v1","v1","v1","v1","v1",NA,NA,NA,NA,NA
NA,NA,NA,"MOSAAIC Repeatability Study.Date","{4/14/25}","{4/14/20525}","{4/14/20525}","{4/14/20525}","{4/14/20525}","{4/14/20525}",NA,NA,NA,NA,NA
NA,"MOSAAIC Exam Survey (65+)",NA,"PFX0.","Physical Function","Physical Function","Physical Function","Physical Function","Physical Function","Physical Function",NA,NA,NA,NA,NA
NA,"MOSAAIC Exam Survey (65+)",NA,"PFX0.1","This questionnaire asks how much difficulty you have doing certain things because of your health or physical problem. Do not include problems from a short-term injury like a broken bone. Answer based on how you do the activity \textbf{on your own, without help or equipment.}","This questionnaire asks how much difficulty you have doing certain things because of your health or physical problem. Do not include problems from a short-term injury like a broken bone. Answer based on how you do the activity \textbf{on your own, without help or equipment.}","This questionnaire asks how much difficulty you have doing certain things because of your health or physical problem. Do not include problems from a short-term injury like a broken bone. Answer based on how you do the activity \textbf{on your own, without help or equipment.}","This questionnaire asks how much difficulty you have doing certain things because of your health or physical problem. Do not include problems from a short-term injury like a broken bone. Answer based on how you do the activity \textbf{on your own, without help or equipment.}","This questionnaire asks how much difficulty you have doing certain things because of your health or physical problem. Do not include problems from a short-term injury like a broken bone. Answer based on how you do the activity \textbf{on your own, without help or equipment.}","This questionnaire asks how much difficulty you have doing certain things because of your health or physical problem. Do not include problems from a short-term injury like a broken bone. Answer based on how you do the activity \textbf{on your own, without help or equipment.}",NA,NA,NA,NA,NA
NA,"MOSAAIC Exam Survey (65+)",NA,"PFX0.2","How much difficulty do you have doing the following activities?","How much difficulty do you have doing the following activities?","How much difficulty do you have doing the following activities?","How much difficulty do you have doing the following activities?","How much difficulty do you have doing the following activities?","How much difficulty do you have doing the following activities?",NA,NA,NA,NA,NA
